F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12
M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10
M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12
F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
