F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
F,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10
F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16
F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11
F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
