M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
M,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11
M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
M,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9
F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15
M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
F,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10
I,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11
F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
M,0.61,0.46,0.16,1,0.494,0.197,0.275,10
F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9
M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
