M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8
F,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9
M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
M,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,10
I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,8
I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9
I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7
F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
