I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
M,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,9
M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7
I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8
F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8
I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11
F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
