F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11
F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
