F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13
F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11
F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12
M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9
M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10
M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10
F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9
F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7
F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10
F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8
F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11
M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10
M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8
M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10
M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12
M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13
M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
