M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11
M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
M,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11
F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13
M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
M,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
M,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
