M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
F,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11
F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
M,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
F,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
M,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
F,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,18
M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10
M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10
M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10
F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13
M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
