SYV_ECOLI	0.00	0.38	0.48	0.50	0.42	0.48	0.55	cp
FTSN_ECOLI	0.00	0.51	0.48	0.50	0.35	0.67	0.44	im
SYL_ECOLI	0.04	0.31	0.48	0.50	0.41	0.29	0.39	cp
EMRA_ECOLI	0.06	0.61	0.48	0.50	0.49	0.92	0.37	im
ACEA_ECOLI	0.07	0.40	0.48	0.50	0.54	0.35	0.44	cp
FTSQ_ECOLI	0.10	0.49	0.48	0.50	0.41	0.67	0.21	im
SECF_ECOLI	0.11	0.50	0.48	0.50	0.58	0.72	0.68	im
CYOC_ECOLI	0.12	0.67	0.48	0.50	0.74	0.58	0.63	im
PHEP_ECOLI	0.12	0.43	0.48	0.50	0.63	0.70	0.74	im
XYLA_ECOLI	0.16	0.43	0.48	0.50	0.54	0.27	0.37	cp
MSBB_ECOLI	0.16	0.51	0.48	0.50	0.33	0.39	0.48	im
GLYA_ECOLI	0.17	0.38	0.48	0.50	0.45	0.42	0.50	cp
SYK2_ECOLI	0.17	0.39	0.48	0.50	0.53	0.30	0.39	cp
THIK_ECOLI	0.17	0.52	0.48	0.50	0.49	0.37	0.46	cp
MASY_ECOLI	0.18	0.30	0.48	0.50	0.46	0.24	0.35	cp
APT_ECOLI	0.20	0.44	0.48	0.50	0.46	0.51	0.57	cp
NANT_ECOLI	0.20	0.46	0.48	0.50	0.57	0.78	0.81	im
AMY2_ECOLI	0.21	0.34	0.48	0.50	0.51	0.28	0.39	cp
DAPD_ECOLI	0.21	0.51	0.48	0.50	0.50	0.32	0.41	cp
CFA_ECOLI	0.22	0.43	0.48	0.50	0.48	0.16	0.28	cp
IF2_ECOLI	0.22	0.36	0.48	0.50	0.35	0.39	0.47	cp
UVRB_ECOLI	0.22	0.34	0.48	0.50	0.42	0.29	0.39	cp
ADI_ECOLI	0.23	0.32	0.48	0.50	0.55	0.25	0.35	cp
CHEY_ECOLI	0.23	0.40	0.48	0.50	0.39	0.28	0.38	cp
HEMN_ECOLI	0.23	0.33	0.48	0.50	0.43	0.33	0.43	cp
ILVY_ECOLI	0.23	0.58	0.48	0.50	0.37	0.53	0.59	cp
SYS_ECOLI	0.23	0.34	0.48	0.50	0.43	0.26	0.37	cp
ARAE_ECOLI	0.23	0.48	0.48	0.50	0.59	0.88	0.89	im
EFTS_ECOLI	0.24	0.35	0.48	0.50	0.31	0.19	0.31	cp
METC_ECOLI	0.24	0.43	0.48	0.50	0.54	0.52	0.59	cp
OMPR_ECOLI	0.24	0.43	0.48	0.50	0.37	0.28	0.38	cp
RIMI_ECOLI	0.24	0.57	0.48	0.50	0.63	0.34	0.43	cp
RNB_ECOLI	0.24	0.34	0.48	0.50	0.38	0.30	0.40	cp
SYK1_ECOLI	0.24	0.41	0.48	0.50	0.49	0.23	0.34	cp
BTUR_ECOLI	0.25	0.48	0.48	0.50	0.44	0.17	0.29	cp
CHEA_ECOLI	0.25	0.40	0.48	0.50	0.46	0.44	0.52	cp
CYSE_ECOLI	0.25	0.40	0.48	0.50	0.47	0.33	0.42	cp
METK_ECOLI	0.25	0.37	0.48	0.50	0.41	0.33	0.42	cp
METX_ECOLI	0.25	0.37	0.48	0.50	0.43	0.26	0.36	cp
SYGB_ECOLI	0.25	0.51	0.48	0.50	0.37	0.42	0.50	cp
SYI_ECOLI	0.25	0.26	0.48	0.50	0.39	0.32	0.42	cp
NADA_ECOLI	0.26	0.26	0.48	0.50	0.34	0.25	0.35	cp
RNC_ECOLI	0.26	0.50	0.48	0.50	0.44	0.32	0.41	cp
UGPQ_ECOLI	0.26	0.40	0.48	0.50	0.36	0.26	0.37	cp
THGA_ECOLI	0.27	0.30	0.48	0.50	0.71	0.28	0.39	cp
XGPT_ECOLI	0.27	0.42	0.48	0.50	0.37	0.38	0.43	cp
ATP6_ECOLI	0.27	0.35	0.48	0.50	0.51	0.77	0.79	im
GLNA_ECOLI	0.28	0.38	0.48	0.50	0.50	0.33	0.42	cp
SYQ_ECOLI	0.28	0.33	0.48	0.50	0.45	0.22	0.33	cp
AMPD_ECOLI	0.29	0.28	0.48	0.50	0.44	0.23	0.34	cp
CYSB_ECOLI	0.29	0.37	0.48	0.50	0.48	0.44	0.52	cp
ENO_ECOLI	0.29	0.52	0.48	0.50	0.42	0.29	0.39	cp
IF1_ECOLI	0.29	0.30	0.48	0.50	0.45	0.03	0.17	cp
PFLB_ECOLI	0.29	0.41	0.48	0.50	0.48	0.38	0.46	cp
PHOH_ECOLI	0.29	0.47	0.48	0.50	0.41	0.23	0.34	cp
SYH_ECOLI	0.29	0.28	0.48	0.50	0.50	0.42	0.50	cp
CODB_ECOLI	0.29	0.47	0.48	0.50	0.71	0.65	0.69	im
SPEA_ECOLI	0.29	0.39	0.48	0.50	0.52	0.40	0.48	pp
CYPB_ECOLI	0.30	0.16	0.48	0.50	0.56	0.11	0.23	cp
G6PI_ECOLI	0.30	0.37	0.48	0.50	0.59	0.41	0.49	cp
PTHP_ECOLI	0.30	0.45	0.48	0.50	0.36	0.21	0.32	cp
SYY_ECOLI	0.30	0.44	0.48	0.50	0.49	0.22	0.33	cp
UBIC_ECOLI	0.30	0.37	0.48	0.50	0.43	0.18	0.30	cp
MOTB_ECOLI	0.30	0.51	0.48	0.50	0.42	0.61	0.34	im
CSPA_ECOLI	0.31	0.23	0.48	0.50	0.73	0.05	0.14	cp
PTKA_ECOLI	0.31	0.47	0.48	0.50	0.29	0.28	0.39	cp
GLPT_ECOLI	0.31	0.50	0.48	0.50	0.57	0.84	0.85	im
PTTB_ECOLI	0.31	0.44	0.48	0.50	0.50	0.79	0.82	im
SECY_ECOLI	0.31	0.36	0.48	0.50	0.58	0.94	0.94	im
FES_ECOLI	0.32	0.42	0.48	0.50	0.35	0.28	0.38	cp
SOXS_ECOLI	0.32	0.33	0.48	0.50	0.60	0.06	0.20	cp
FECR_ECOLI	0.32	0.39	0.48	0.50	0.53	0.28	0.38	pp
G3P2_ECOLI	0.33	0.45	0.48	0.50	0.52	0.32	0.41	cp
RIML_ECOLI	0.33	0.47	0.48	0.50	0.53	0.18	0.29	cp
FRDC_ECOLI	0.33	0.56	0.48	0.50	0.33	0.78	0.80	im
KDGL_ECOLI	0.33	0.45	0.48	0.50	0.45	0.88	0.89	im
PNTA_ECOLI	0.33	0.37	0.48	0.50	0.46	0.65	0.69	im
CHEB_ECOLI	0.34	0.45	0.48	0.50	0.38	0.24	0.35	cp
DEOC_ECOLI	0.34	0.33	0.48	0.50	0.38	0.35	0.44	cp
PGK_ECOLI	0.34	0.28	0.48	0.50	0.41	0.35	0.44	cp
PMBA_ECOLI	0.34	0.55	0.48	0.50	0.58	0.31	0.41	cp
PTFA_ECOLI	0.34	0.46	0.48	0.50	0.52	0.35	0.44	cp
SYA_ECOLI	0.34	0.35	0.48	0.50	0.51	0.49	0.56	cp
SYFB_ECOLI	0.34	0.42	0.48	0.50	0.41	0.34	0.43	cp
