ALKH_ECOLI	0.67	0.39	0.48	0.50	0.36	0.38	0.46	cp
CYOE_ECOLI	0.67	0.37	0.48	0.50	0.54	0.64	0.68	imU
LAMB_ECOLI	0.67	0.88	0.48	0.50	0.73	0.50	0.25	om
NMPC_ECOLI	0.67	0.84	0.48	0.50	0.74	0.54	0.37	om
PAL_ECOLI	0.67	0.55	1.00	0.50	0.66	0.58	0.16	omL
CN16_ECOLI	0.67	0.70	0.48	0.50	0.46	0.45	0.33	pp
CYPH_ECOLI	0.67	0.81	0.48	0.50	0.54	0.49	0.23	pp
CYSP_ECOLI	0.67	0.61	0.48	0.50	0.51	0.37	0.38	pp
ECOT_ECOLI	0.67	0.81	0.48	0.50	0.25	0.42	0.25	pp
TNAB_ECOLI	0.68	0.51	0.48	0.50	0.71	0.75	0.78	im
TSX_ECOLI	0.68	0.76	0.48	0.50	0.84	0.45	0.27	om
PA1_ECOLI	0.68	0.63	0.48	0.50	0.73	0.40	0.30	om
SLP_ECOLI	0.68	0.49	1.00	0.50	0.62	0.55	0.28	omL
FECB_ECOLI	0.68	0.82	0.48	0.50	0.38	0.65	0.56	pp
LIVK_ECOLI	0.68	0.78	0.48	0.50	0.43	0.44	0.42	pp
PPB_ECOLI	0.68	0.67	0.48	0.50	0.49	0.40	0.34	pp
XYLE_ECOLI	0.69	0.39	0.48	0.50	0.57	0.76	0.79	im
CAIT_ECOLI	0.69	0.43	0.48	0.50	0.59	0.74	0.77	imU
OMPP_ECOLI	0.69	0.59	0.48	0.50	0.77	0.39	0.21	om
NRFA_ECOLI	0.69	0.67	0.48	0.50	0.30	0.39	0.24	pp
OPPA_ECOLI	0.69	0.80	0.48	0.50	0.46	0.57	0.26	pp
PPA_ECOLI	0.69	0.59	0.48	0.50	0.46	0.44	0.52	pp
TESA_ECOLI	0.69	0.66	0.48	0.50	0.41	0.50	0.25	pp
TOLB_ECOLI	0.69	0.65	0.48	0.50	0.63	0.48	0.41	pp
MALG_ECOLI	0.70	0.40	0.48	0.50	0.56	0.86	0.83	im
NHAB_ECOLI	0.70	0.46	0.48	0.50	0.56	0.78	0.73	im
CYOA_ECOLI	0.70	0.39	1.00	0.50	0.51	0.82	0.84	imL
NUPC_ECOLI	0.70	0.53	0.48	0.50	0.70	0.86	0.87	imU
AMY1_ECOLI	0.70	0.61	0.48	0.50	0.56	0.52	0.43	pp
FEPB_ECOLI	0.70	0.64	0.48	0.50	0.47	0.51	0.47	pp
NRFF_ECOLI	0.70	0.71	0.48	0.50	0.42	0.84	0.85	pp
LACY_ECOLI	0.71	0.40	0.48	0.50	0.71	0.70	0.74	im
EMRB_ECOLI	0.71	0.52	0.48	0.50	0.64	1.00	0.99	im
TOLC_ECOLI	0.71	0.71	0.48	0.50	0.68	0.43	0.36	om
NLPE_ECOLI	0.71	0.46	1.00	0.50	0.52	0.59	0.30	omL
DSBA_ECOLI	0.71	0.71	0.48	0.50	0.40	0.54	0.39	pp
LIVJ_ECOLI	0.71	0.86	0.48	0.50	0.40	0.54	0.32	pp
UGPB_ECOLI	0.71	0.57	0.48	0.50	0.48	0.35	0.32	pp
ENVZ_ECOLI	0.72	0.46	0.48	0.50	0.51	0.66	0.70	im
ATKA_ECOLI	0.72	0.42	0.48	0.50	0.65	0.77	0.79	imU
C562_ECOLI	0.72	0.86	0.48	0.50	0.17	0.55	0.21	pp
DCTA_ECOLI	0.73	0.36	0.48	0.50	0.53	0.91	0.92	im
PTKC_ECOLI	0.73	0.26	0.48	0.50	0.57	0.75	0.78	imU
OMPC_ECOLI	0.73	0.84	0.48	0.50	0.86	0.58	0.29	om
ASG2_ECOLI	0.73	0.78	0.48	0.50	0.58	0.51	0.31	pp
GLTP_ECOLI	0.74	0.44	0.48	0.50	0.55	0.88	0.89	im
MTR_ECOLI	0.74	0.70	0.48	0.50	0.66	0.65	0.69	im
OMPA_ECOLI	0.74	0.90	0.48	0.50	0.57	0.53	0.29	om
PHOE_ECOLI	0.74	0.78	0.48	0.50	0.75	0.54	0.15	om
AGP_ECOLI	0.74	0.49	0.48	0.50	0.42	0.54	0.36	pp
GGT_ECOLI	0.74	0.82	0.48	0.50	0.49	0.49	0.41	pp
MALM_ECOLI	0.74	0.47	0.48	0.50	0.50	0.57	0.42	pp
TREA_ECOLI	0.74	0.56	0.48	0.50	0.47	0.68	0.30	pp
YTFQ_ECOLI	0.74	0.74	0.48	0.50	0.31	0.53	0.52	pp
NLPA_ECOLI	0.75	0.55	1.00	1.00	0.40	0.47	0.30	imL
CYDB_ECOLI	0.75	0.37	0.48	0.50	0.64	0.70	0.74	imU
OMPF_ECOLI	0.75	0.76	0.48	0.50	0.83	0.57	0.30	om
MEPA_ECOLI	0.75	0.84	0.48	0.50	0.35	0.52	0.33	pp
DSBD_ECOLI	0.76	0.71	0.48	0.50	0.50	0.71	0.75	imU
MOTA_ECOLI	0.76	0.41	0.48	0.50	0.50	0.59	0.62	imU
PTR_ECOLI	0.76	0.73	0.48	0.50	0.44	0.39	0.39	pp
FEPG_ECOLI	0.77	0.55	0.48	0.50	0.51	0.78	0.74	imU
OMPX_ECOLI	0.77	0.57	0.48	0.50	0.88	0.53	0.20	om
MULI_ECOLI	0.77	0.57	1.00	0.50	0.37	0.54	0.01	omL
CRED_ECOLI	0.78	0.33	0.48	0.50	0.57	0.77	0.79	imU
LEP_ECOLI	0.78	0.44	0.48	0.50	0.45	0.73	0.68	imU
