PTCC_ECOLI	0.50	0.57	0.48	0.50	0.71	0.61	0.66	im
CAIB_ECOLI	0.51	0.50	0.48	0.50	0.46	0.32	0.35	cp
CYNR_ECOLI	0.51	0.54	0.48	0.50	0.41	0.34	0.43	cp
KDSA_ECOLI	0.51	0.37	0.48	0.50	0.35	0.36	0.45	cp
RHAR_ECOLI	0.51	0.46	0.48	0.50	0.58	0.31	0.41	cp
SYGA_ECOLI	0.51	0.49	0.48	0.50	0.53	0.14	0.26	cp
PTBA_ECOLI	0.51	0.40	0.48	0.50	0.57	0.62	0.67	im
MALQ_ECOLI	0.52	0.36	0.48	0.50	0.41	0.28	0.38	cp
METR_ECOLI	0.52	0.57	0.48	0.50	0.42	0.47	0.54	cp
PT1_ECOLI	0.52	0.44	0.48	0.50	0.37	0.36	0.42	cp
BETT_ECOLI	0.52	0.39	0.48	0.50	0.65	0.71	0.73	im
YCEE_ECOLI	0.52	0.54	0.48	0.50	0.62	0.76	0.79	im
FECA_ECOLI	0.52	0.81	0.48	0.50	0.72	0.38	0.38	om
DDLB_ECOLI	0.53	0.38	0.48	0.50	0.44	0.26	0.36	cp
PTCB_ECOLI	0.53	0.42	0.48	0.50	0.16	0.29	0.39	cp
KAD_ECOLI	0.54	0.47	0.48	0.50	0.28	0.33	0.42	cp
DHSD_ECOLI	0.54	0.49	0.48	0.50	0.40	0.87	0.88	im
FTSW_ECOLI	0.54	0.57	0.48	0.50	0.56	0.81	0.83	im
CYDA_ECOLI	0.55	0.47	0.48	0.50	0.57	0.78	0.80	im
ACEK_ECOLI	0.56	0.40	0.48	0.50	0.49	0.37	0.46	cp
DLDH_ECOLI	0.56	0.51	0.48	0.50	0.34	0.37	0.46	cp
BTUB_ECOLI	0.56	0.68	0.48	0.50	0.77	0.36	0.45	om
TBPA_ECOLI	0.56	0.54	0.48	0.50	0.43	0.37	0.30	pp
PTWB_ECOLI	0.57	0.54	0.48	0.50	0.37	0.28	0.33	cp
TONB_ECOLI	0.57	0.38	0.48	0.50	0.06	0.49	0.33	imU
DPPA_ECOLI	0.57	0.59	0.48	0.50	0.39	0.47	0.33	pp
PSTC_ECOLI	0.58	0.34	0.48	0.50	0.56	0.87	0.81	im
PTGB_ECOLI	0.58	0.55	0.48	0.50	0.57	0.70	0.74	im
GLTS_ECOLI	0.58	0.60	0.48	0.50	0.59	0.73	0.76	imU
ACKA_ECOLI	0.59	0.49	0.48	0.50	0.52	0.45	0.36	cp
PTAA_ECOLI	0.59	0.56	0.48	0.50	0.55	0.80	0.82	im
CYOB_ECOLI	0.59	0.29	0.48	0.50	0.64	0.75	0.77	imU
XYLF_ECOLI	0.59	0.61	0.48	0.50	0.42	0.42	0.37	pp
LNT_ECOLI	0.60	0.61	0.48	0.50	0.54	0.67	0.71	im
MCP3_ECOLI	0.60	0.50	1.00	0.50	0.54	0.77	0.80	im
PTDA_ECOLI	0.60	0.46	0.48	0.50	0.45	0.81	0.83	im
FHUE_ECOLI	0.60	0.76	1.00	0.50	0.77	0.59	0.52	om
GLPD_ECOLI	0.61	0.45	0.48	0.50	0.48	0.35	0.41	cp
SYM_ECOLI	0.61	0.36	0.48	0.50	0.49	0.35	0.44	cp
PHOR_ECOLI	0.61	0.52	0.48	0.50	0.54	0.67	0.52	im
RODA_ECOLI	0.61	0.66	0.48	0.50	0.46	0.87	0.88	im
TOLA_ECOLI	0.61	0.47	0.48	0.50	0.00	0.80	0.32	im
