M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8
I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8
I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13
F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9
M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10
M,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11
F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7
M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8
I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
