I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,8
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
I,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9
I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
M,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
M,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10
I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8
F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7
I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10
M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8
I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
M,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9
F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12
M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
