F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7
F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13
F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9
I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11
F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14
F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10
M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
M,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8
M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8
M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7
F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8
M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10
M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8
I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9
M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8
F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
