F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13
F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13
F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15
F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9
M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
F,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13
M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11
F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8
F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11
M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11
F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11
F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
